class	tweet
0	скорее всего это - "пристеночный гайморит", ципролет 250 мг 4-5 дней (если нельзя к врачу)
1	Дилемма Либо попшыкаться с сальбутамолом и уснуть, но с вероятностью опять проснутсья (50:50) при этом мне станет хуже когда проснусь и вообще лимит исчерпан типа либо просто лежать до утра но пиздец воздуха не хватает короче
0	сегодня я перешла на минимальную дозу венлафаксина (четверть от 75 мг-таблетки в день) и мне осталось пить его всего 10 дней о боже
0	Может выслать вам Вентолин ??
0	С 2007 на флуоксетине-флуксене . Сдаётся мне - не помогает .
1	От ципралекса у меня единственная побочка +15 кг, хотя от него такое типа очень редко, поэтому и пересадили на другие. Золофт с ламикталом вместе еле-еле действуют, и чем дальше, тем меньше (видимо привыкание, хз)
1	ципролет и за 4 дня всё проходит. если горло, то фурацилин. а ломка это просто симптом, ничего не поделаешь. не умирай, Ань.
1	У меня от кветиапина такие наркоманские сны снились
1	4. три года пью антидепрессанты. первый был флуоксетин, потом флюанксол+паксил, сейчас карбамазепин+велаксин. пью большую дозу, но, если честно, не чувствую эффекта (пробовал не пить - незначительно хуже). замечено: выматывающие полнометражные сны и отсутствие интереса к сексу
1	Вроде всего второй день ламиктала, а тот же второй день не штормит. Может самовнушение? При этом же будто само благорасположение. Нет я не могу сказать, что мне хорошо. Скорее я пропускаю мир сквозь себя с улыбкой.
1	бля, аж ноги похолодели. я 2 года назад флуоксетин пила,не помню рассказывала тебе или нет как меня из петли вытаскивали и в лес увозили в багажнике ))0) так что да, знаю что это за ебанина. без алкоголя я легко продержусь
0	У нас кветирон (тот же кветиапин) по 198р за 30 таблеток. Я мог и дешевле достать. Я тебе предлагал.
1	я поняла почему амитриптилин так мощно подействовал в купе с флуоксетином его концентрация повышается, даже если я выпью только 5 мг сегодня буду умолять врача что-нибудь сделать с этим, а то я уже бодрствую по 6 часов максимум и сплю остальное время флу я вообще не хочу отменять
1	при приеме сиофора влияеет ли на потенцию
1	Разумеется, я пью эзомепразол на постоянной основе, от ГПОД. Но не помогло( Нимесил все равно повлиял негативно
0	гайд "как выебать тёлку" называется "запах секса".  главное - чтобы она была под ксанаксом и спала
0	Неопатриархат во всей красе мудчина ради лайков в тик токе ходит по бедным женщинам которым только сделали кесарево и выписали ксанакс
0	Химики разработали способ синтеза Тамифлю за час #наукаиit
1	@dibart1 У мужа 2 инфаркта 4 стента.Пьет Крестор тк должен холестерин ниже нормы Выбирали  побочка, повышает хор холестерин снижает плохой
1	@bloodyemaria Как вам новый феназепам? По мне так слабее тревожность снимает, зато сонливость сильнее. Как алпразолам стал
0	КАК ПОЛУЧИТЬ РЕЦЕПТ НА ФЛУОКСЕТИН? когда мама умерла - пошел через месяц в аптеку и там сперва не дали, но спросили почему- я пояснил и продавщица сжалилась и дала. Он реально помогает, может плацебо или нет я хуй знает - лучше не задумываться об этом.
0	Препарат «хумира»(«адалимумаб») в помощь. Лучший по эффективности.
0	Мне тут бюллетень предлагает вернуть смысл жизни Прости, я больше не пью пароксетин
0	ещё бы рекламу Сеалекса вернули)
0	(19) Кофеин состоит из углерода, водорода, азота и кислорода – так же, как и кокаин, талидомид[14], нейлон, тротил и героин.  BOY WITH LUV #BBMAsTopSocial BTS @BTS_twt
0	В организме Принса обнаружено обезболивающее средство "Перкосет", утверждает пресса
0	F43.21 говорит, что от пароксетина не убежишь.  А еще посоветовали воздержаться от бухлишка ближайшие 4-6 месяцев. Какая ирония
0	на самом деле это, конечно, хуй вылечишь, но не сальбутамол же покупать
0	Сука,да я лучше бы фенозипам курсом жрала, чем этот ебучий Кветиапин
0	все я сероквеля обожралась гудбай
1	Сегодня утром 10куб Натрия хлорид,10 куб Глюкозы,1 куб Аминофан,1 куб Имунофан,1 куб В12 подкожно. Регидрон 15 куб.внутрь. Стул жидкий,но аппетит есть, теперь больше сопротивляется, силы появляются. Вопрос;-давать ли гражданину пиздюшонку Лоперамид вечером,если стул будет жидкий? https://t.co/tNZcNwXp8I
0	У маленького ксанакса очень классный флоу, как по мне
0	Так, бухло и пароксетин - суровое сочетание, достойное неназываемого.
0	Даже метформин канон, а мой ОТП всё ещё не канон #слешэто #отп #OTP #фармакология #грустночтото
1	Зачем нужны спиды, если есть венлафаксин? &gt;24 часов бодрствования, полёт нормальный. Т.е. вроде бы и спать хочется, но вроде бы и терпимо.
0	Флуоксетин больше не продают. Депрессуха капец.   Шо посоветуете?  1. БУХАТЬ 2. КУРИТЬ ТРАВУ 3. МОЛИТЬСЯ
1	Круги под глазами больше, чем сиськи. Спасибо (нет) флуоксетину за -4 кг за месяц, лучше чем спиды, 10/10, блядь.
0	Что б у него понос даже и имодиумом не прекратился
1	Одна из историй моей жизни: решила я однажды таблеток наглотаться (истерила, рыдала задыхаясь и всякое такое), но тут мой мозг вспомнил момент из фильма, где девочка пыталась покончить с собой с помощью имодиума. А главный герой ржал, что она в туалет год не сможет ходить
1	На самом деле флу притупляет аппетит, но очень хорошо выравнивает настроение и нет таких диких скачков, как раньше.  Когда я перешла с пароксетина на флуоксетин, мне стало намного лучше. Я почувствовала себя живой и нормальной.
1	15) На прошлой зимней олимпиаде большинство лыжников приехало со справкой о том что у них якобы астма. Сделано это было для того, чтобы легально принимать сальбутамол (то же что и я принимаю в ингаляторах) который расширяет объём легких. По сути допинг для здорового человека.
0	На тоненькой льдине в бокале мартини Герой на героине, героиня на флуоксетине
0	Да, все так. Причем потеть ей приходится по большей части даже не над игровым / стратегическим моментам. Но прозак/риталин всем не пропишешь, а вот решафл можно.
1	@Jas_Jase Да психотерапевт!  Паксил антидепры, начиталась отзывов- от него все толстеют и становятся овощем фригидным  Боюсь пить
1	Сформулировал в диалоге опыт от флуоксетина, не могу не поделиться: Флуоксетин дарит чудесный эффект похуя. Не злого и отстраненного похуя, какой бывает и при дерьмовейшем настроении, а благостного, живого, конструктивного похуя. Это похуй не отрицания, но сияющего спокойствия.
0	@Faber_33 Дякую!  Не, я ципрофлоксацин пил. Обычные широкого спектра.
1	снится какая-то больная бредятина, у меня закончились мои таблетки и ПАКСИЛ
0	у меня одно время стоял выбор между паксилом и другим СИОЗС, так что вопрос изучен хД на самом деле, велком в личку, если что
0	Опасный ципрофлоксацин: антибиотик повреждает геном
1	Я сейчас пью паксил + кветиапин. Уже полгода. Мне отменили мощный транквилизатор и меня накрывает эмоциями, врач говорит что это нормально и надо перетерпеть
1	Вчерась пережила шикарный приступ околоастмы. Накрыло возле яшки, плюс толпа людей на переходе, а я одна и мне страшно. Даблкилл. Трясущимися руками расплачивалась за сальбутамол в аптеке и запшикивала легкие. И как жить в этом газовом аду зимой?!
1	@Alexxxjaster Эутирокс давал мне нормальные анализы  какое-то время,  но оставались симптомы. Потом приходилось повышать. Постепенно с 25 у меня доза выросла до 100. При этом самочувствие ухудшалось.
1	Могу сказать то же самое на примере прозака. Я с нашего за неделю приема стал прикованным к тазику овощем
1	Используя в качестве модели рыбку данио-рерио, ученые обнаружили, что под формировавшиеся под действием флуоксетина рыбки теряют способность адаптироваться к новым стрессовым условиям:
1	Если смешать прозак, флуоксетин и велбутрин, а потом запить вином, будет очень весело.  Но вам не советую.
1	Аноны, как кончить под антидепрессантами? Я скоро стены ебать начну. Пью пароксетин, если что.
0	а у тебя там седалит или сероквель?
0	Не пейте рексетин и респеридон, вообще не пейте антидепрессанты,они всю жизнь ломают сука !
1	Начала пить таблетки и готова прямо сейчас умереть от этого сейзара. Адские побочки, просто потрясающе.
0	Я в первые недели курса флуоксетина:
1	я: /задыхаюсь/ я: /узнаю цену пульмикорта, ибо беродуал не помогает уже/ я: /задыхаюсь еще больше/
0	@_Buendia_ Я не знаю насчет зачаточных,  но антидепр - велаксин,  просто хорошее успокоительное (еще с кучей позмтивных эффектов) - бифрен
0	дозировка оланзапина и вальдоксана, на ночь аминазин помогают поверить, что каждый человек заменим
0	Каждый день я должна принимать 1,5 таблетки флуоксетина, на 4-ех дневные каникулы мне выдали 6 таблеток. ???
0	@borman783 ципролет это ж пиздец.
0	Весь в звонках и сообщениях от моих пациентов, исчезли из продажи два очень хороших лекарства - сероквель и ремерон. С одной стороны, хорошо, больше работы, с другой - что за yuoб твою мать?
0	@shura_kot @vashdruh Ну да, при неукротимой диарее лоперамид рулит.
1	Так разогнал прегабалин что в какой-то момент на несколько минут потерял связь с реальностью совсем.Не понравилось.До сих пор отхожу от это.
1	Вопрос знатокам: как пить оланзапин и перестать толстеть?
1	Я так натриггерилась,что мечтаю о новом рецепте на рекситин,чтобы меня не ебашило
0	ты наебал меня с лоперамидом?
1	Ребятки, мне реально страшно. Похоже я попал на новую побочку прозака - я всерьез думаю перейти на винду. Пиздец. Всего лишь второй день сидения в kdenlive, а я уже на грани безумных решений. Очень надеюсь, что к утру попустит.
0	Выжру три таблетки флуоксетина и буду ходить весь день овощем.
0	пиздец, слезать с ксанакса - самое сильное и ужасное, что я делала
0	я, два года назад, с начинающей масштабно проявляться булимией: *пью прозак вместо психотерапии* я, сейчас, с клинической депрессией: *хожу на терапию вместо прозака* мой мозг:
1	Побочки метформина — это такая дрянь, уважаемые, что у меня даже приличного слова не находится. Лежу, дышу, пытаюсь не сильно умирать.
1	Блд. Какой паксил? Это ж антидепрессант. Ненене. Мне просто от тупости мозга нада) фенотропил -хорошо помогает, но после пары дней придётся успокоительные пить, он очень нервирует меня)
1	я такая заторможенная, как будто героин хуярю а не кветиапин
1	Здрасьте. Пью паксил и атаракс уже 20 дней а эффекта 0, лишь ужасные побочки. Через неделю пойду к психотерапевту менять таблетки. Какие мне могут выписать вместо этих? Самое отвратное это просыпаться. Я стал спать часа 4-5, а просыпаясь чувствую невероя
1	Я даже заплакать не могу. Спасибо, прозак.
0	Закусила вчера аццкое пойло из спирта велаксином (от безысходности, а не потому что идиот!), ночью было плоховато.  И никто мне не сочувствует, ныыы :( #хорекидиод
0	Так вопрос. Зачем метадон, когда есть оксикодон?
0	Когда у меня спрашивают, что значит “XO” у меня на свитшотах, говорю, что это «целую,обнимаю», а не “X”-экстаз от наркотиков, а “O”-оксикодон
0	Я сука как от сердца отрываю 1000 на сейзар, 400 на эсциталопрам и 350 на хлорпротиксен. Феназепам уже просто не беру, хоть у меня до сих пор приступы тревоги и ПА. Я не пью нормальную дозировку, чтобы таблеток хватило на более длительный период, пока не припрет.
0	Тащемта я тож, сейчас жутко скучаю по флуоксетину. Ужасно хочу его, а не продадут (
1	перестал действовать ципролет перестал действовать солпадеин это глубоко неправильно ибо мне нечем блять даже их заменить в 3-30 ночи
1	баклофен с алкоголем и вот я: счастливый, весёлый и сильный, по направлению вверх пытаюсь ползти, пытаюсь бежать #мальвинафолловиткотанов
0	Я сдавала с питьем противносладкого сиропа, доктор что-то считала. Я получилась инсулинорезистентна и мне дали метформин
0	Подбор и смена АД должна проходить под контролем психиатра. Флуоксетин с вицы старый СИОЗС, рексктин из той же группы, не занимайтесь самолечением
1	я очень плохо тошноту переношу, так что я ламотриджин тупо дропнула
0	прозак жизненный трек во многом
0	Да за гребаным флуоксетином что весь город гоняется?! Я обзвонила 20! 20 Карл!! Аптек!! Нашла в одной последнюю пачку, попросила отложить на два часа, сраная фармацевт начала залупаться, ну вот вы приходите, сначала посмотрим ваш рецепт, ко-ко-ко. В итоге, прибегаю в эту
1	мне интересно если я забью на то, что от прозака задыхаюсь, и буду пить двойную дозу как раньше, мне полегчает типа? я уже готова
1	Во первых надо исключить нагрузку недели на 2, пропить противовоспалительные, если финансы позволяют лучше коксибы, наружные нпвс мази, физиопроцедуры делов-то? Ну и миорелаксанты, миловали или баклосан, с последним аккуратнее, говорят может давление завалить
0	Есть, конечно, охуенный варик снизить пульс и убрать паническую атаку ксанаксом, но ебать, не думаю, что их надо мешать.
0	Если есть возможность. Подыши через него - Лазолваном или Пульмикортом, можно Беродуалом. Два раза в день, больше не нужно. В течение пяти дней. Всё пройдёт.)
1	Метформин имитирует голодание. Опыты на мышах продемонстрировали, что метформин способен продлить жизнь на 10%,
1	ещё одна таблетка тригексифенидила или кветиапина и можете заказывать мне гроб
0	Россияне пытались провезти через границу 270 капсул сибутрамина в подушке
1	Хотя, может, это потому что сегодня впервые въебал карбамазепин утром. Психиатр говорил, что от ламотриджина меньше седация, но его медленнее и дольше повышать нужно, как будто я куда-то тороплюсь :( Буду ламотриджин просить, наверное!
0	У нас от гриппа есть только 2 доказанных эффективных лекарства: реленза и тамифлю. Оба считаются что-то типа крайней меры (учитывая цену 800 за пачку), но последний исследован даже для профилактического применения и типа помогает
1	@crazy___fan Я каждый день забываю "Тафен" капать, придётся что-то с этим делать.  А вот "Ирифрин" сука поганая, ужасно жжёт глаз(((
1	узнала сегодня, что от прозака снятся кошмары. это объясняет пару лет моей жизни
0	@mintmur Таблетки облегчают все симптомы аллергии, конечно, они не убирают насморк, но отек  сбавляют.   Какие ты капли в нос от аллергии пробовала? Тафен еще хорошие.   Дело в том, что у насморка при простуде и насморка аллергического разные причины и капли нацелены на разное
0	Я как змейка которая выползла на солнышко погреться #прозак
0	Хочу официально признанный день депрессии, когда много-много меланхоличных людей будет гулять в парке Горького, окунать ножки в фонтаны и приставать к весёлым людям с фразами, типа: "А ты к какому психиатру ходил?" и "Да пока я курс флуоксетина проходил, эта падла тут лыбилась!"
1	Я поняла, это отсутствие паксила. Я как белка-истеричка щас, кидаюсь в разные стороны и везде ОХУЕННО (кроме Собчак)
0	ещё одна с ксанаксом своим
1	На самом деле я была удивлена, насколько совпало то, что у меня нашли и то, о чем ты писал, там было про инсулинорезистентность, если не ошибаюсь. В общем, я уже вторые сутки хожу в легком недоумении и панике - Глюкофаж и достинекс могут превратить в овощ, или это я умираю? Ахах
0	@mrwskiy @lemmedie Бро, тут дело в дозе. Попробуй максималку (каждую неделю увеличивай минимальную дозу на одну ступеньку).  Если есть бабло - бери эсциталопрам (например, Селектра). Если  с деньгами напряг - флуоксетин. Скоро сам себя не узнаешь! Я так сам из жопы вылез, другим человеком стал.
1	@Melamoryya @Barsa_01_35 так, я зарылся в инструкции по применению и нарыл, что как раз имодиум, не проникает через гематоэнцефалический барьер, то биш на мозг он не действует и да, есть те, кто занимаются таким, но у меня уже мозг не соображает, кто из них😂
0	ЛУЧШЕЕ СОЧЕТАНИЕ ЛЕКАРСТВ ЭТО ФЕВАРИН И ПАКСИЛ. Хотя наверное дозировку нудно снизить и брать только одну паксила, а не две  Чеееерт, я хоть и поверхностно, но чувствую себя на «нормально», а если подумать, то мне вообще «лучше всех»
0	и сегодня поговорила и как и думала она пьёт паксил после этой ёбаной травмыптср видимои я не знаю что мне делать
0	целые корзинки упаковок от обычной валерьянки до прозака и прочей радости (вместо печенья), теплые пледы, удобные полы, чтобы залипать лежа
0	Ещё он обьебался фейкового ксанакса,частично фейк и послужил этому
0	Флуоксетин - дно. Показатель плохого врача - он выписывает вам флуоксетин. Серената, селектра, паксил нихрена не 62 рубля стоят.
1	не увлекайся, в штатах тип на отходах от паксила (оригинал венгерской поделки с фото) пострелял домочадцев из ружья и застрелился сам.
1	секрет того что я вышла в мае в баттл первый раз в том что я выпила 2 таблы флуоксетина а потом бутылку сидра и мне было ваще все равно и поэтому танцевала я нормально и мысли были о музыке и движении а не о том что блятб тут же знакомые они смотрят на меня я ничего не умею фмл
0	Главное чтобы ксанакс на прозапас был
0	Камон, ты пьёшь прозак? Главное понять, когда нужно остановиться
0	Получены противоречивые данные при лечении диабета 2-го типа метформином:ранее показано, что он уменьшает риск нейродегенеративных патологий
0	из-за невнимательности прочитала "лоперамид" как "лоратадин" , и конечно же, выпила 2 таблетки
1	О только сейчас дошло почему при метформине не рекомендуют употреблять алкоголь. Алкоголь же тоже снижает уровень сахара.
0	просто лояльным. Деревянным после двух недель прозака будешь
1	М! Кстати. Поздравьте меня. Я спала сегодня четыре часа подряд. А потом ещё три подряд! Спонсор этого - кетилепт. Кетилепт - жесткий транк для лечения шизофрении и биполярки, которых у меня нет.
1	опять начала тафен, опять восхитительные ощущения разлитой в носоглотке кислоты
1	сижу на работе, просто на ровном месте начинаю задыхаться, пшикаю сальбутамолом, не помогает, от этого начинается паника и я начинаю еще больше задыхаться. мне пизда!
1	Вальдаксан, он не влияет на либидо, а значит что и на творческий полет, потому что в основном все колёса отбивают желание заниматься сексом и творчеством, под прозаком я даже музыка расхотела слушать
1	мама не купила то  что я просила по причине ей лень и теперь я лежу задыхаюсь без сальбутамола 👍👍👍👍😋
0	Привести в порядок цены на Тамифлю - в качестве тренировки силы воли. Глядишь, таким образом скоро и до накачанной задницы доберусь.
0	Мы ещё молодые, напевая про сеалекс можно словить косые взгляды
0	"Мы покупаем своей дочери нейролептики Сероквель за 17 тысяч рублей". А как вы это делаете? Это же строго рецептурные препараты. Психиатры не выписывают Сероквель аргументируя это тем что медицинский бюджет просядет.
1	Подсела на сальбутамол Но что поделать, если с ним я могу курить в два раза больше
0	мальчики сейчас в таком возрасте, когда дарить им нужно только приемы у психотерапевта, феназепам и эсциталопрам с венлафаксином
1	почти не долблю велаксин все ещё ловлю пиздецки странные и реалистичные сны
1	Через прегабалин сегодня на меня снизошла благодать божия. Делюсь ею с вами. Аминь.
1	После кокаина, героина и оксикодона кожа лица становится шерше и упруже
1	Я бы накачалась флуоксетином, но от него не только нервы отключаются, но и мозги. А мне этого сейчас не надо.
1	Предположительно артист умер перед своим концертом от передозировки «Ксанаксом».
0	В крови Кэрри Фишер обнаружили героин, кокаин, метадон, алкоголь, морфин, кодеин, оксикодон и МДМА, а в твоей крови найдут только холестерин
1	третий день подряд жесткая тахикардия и головная боль вот тебе и ламотриджин
0	Москва , кто нибудь, продайте мне флуоксетин
0	Уебаться бупренорфином или нет?ваше мнение?
1	А еще беспокоит нога. Если в пятницу я уже почти бегал, то в сб-вс снова стал ощущать легкую боль. Мама волнуется из-за эутирокса, говорит, что он может тоже вызывать такие проблемы с ногами
0	@AhtyrskyStas Можно и три раза есть. Если не берет — то венлафаксин или дулоксетин норм, но они гораздо дороже. Если все плохо — то миртазапин + рексетин, но с врачом только.
1	Я то надеялась на сонную ночь а все вокруг бабки бегаю доктора шилом в жопу тыкаю шоб лечил додумались что это метопролол с аминозином дали такую гипотензию
0	интересно, как часто маркетологи Новаринга во время планерок вспоминают анекдот «из пизды хомячка»?
0	Начинаем экзаменационное утро с лоперамида
1	Закончилось всё тем, что я выпил 7,5 мг оланзапина и вырубился
1	лрт а на самом деле в чем прикол флуоксетина я один раз выпила таблетку пошла на улицу и чуть не уснула
0	достижение на сегодня: научилась глотать таблетки а точнее антибиотики что сегодня прописали без воды за практику спасибо лире и баклофену ;;;)
1	КУРИШЬ ЧТОБЫ РУКИ НЕ ДРОЖАЛИ ПОТОМУ ЧТО ИЗ-ЗА ПРОЗАКА У ТЕБЯ СРАНЫЙ ТРЕМОР
1	итак сейчас посмотрим кто сильнее мой организм или кветирон от которого меня все еще жестко рубит после 10 часов сна
0	А что можно ждать от Сифилюси Трипперштейн - остатки межушного ганглия угашены ксанаксом..
0	Сап, б. Есть у кого фото рецепта на баклосан? За качественное фото скину соточку. Можно просто фото, не скан, но чтобы отчётливо было видно текст.
0	А как успехи с ламотриджином?
0	КОРОЛЕВА МОЯ НЕ УСТАЛА  КАК СЛАДКО НАВЕРНО СПАТЬ СТАЛА НУ А Я ФЛУОКСЕТИНОМ ПИТАЮСЬ О ТЕБЕ ПОЗАБЫТЬ  ПЫТАЮСЬ
1	из-за сероквеля худею с немыслимой скоростью, из-за **** толстела. что со мной блядь не так
0	Мне понравилось видео "РЭПЕРЫ ПРОТИВ КСАНАКСА! ОТКАЗ ОТ НАРКОТИКОВ И МЕД.
0	14 ноября - Всемирный день борьбы с диабетом. Уралмаш опять отличился. В поликлинике нет метформина (лекарства для диабетиков)
1	пришлось смешать флуоксетин с фенибутом = выпала из реальности
0	сегодня у меня была так называемая проходочка: рейд по аптекам, чтоб набрать лекарств на весь курс. в одном месте повезло:  провизорка втыкнула и продала 60 таблеток пароксетина вместо 30, это существенно облегчило мне жизнь. гидазепама везде дофига.
1	Понял что сероквель можно использовать как рекреационный наркотик: выпил пару таблеток и спишь видишь сны
1	Блядь, мне делать отчёт по практике,но я сижу под баклосаном и ничего не хочу делать эх
0	на ксанаксе и похуе на ублюдков
0	Это два года быть чистым от паксила? Я срашился в тяжелый депрессивный эпизод примерно месяца через три после того, как правдами и неправдами соскочил с него после 2,5 лет приема. Теперь +7 лет стажа, я никогда не смогу, смерть менее страшной кажется, чем паксиловая абстиненция
1	на деле я наелась перед сном кветиапина и довольно неплохо себя чувствую. вроде даже есть хочется, кажется. и рисовать.
1	Половинка 25 мг сероквеля вырубила на 9 часов, без него сплю максимум 5, но в любом случае весь день дико хочется спать
1	Наш автор принимает димедрол и паксил (исключительно по назначению), борется с психосоматическими синдромами и переживает медикаментозный подъем либидо
1	надеюсь мне купят флуоксетин и я ещё месяц смогу жить как полу овощ
1	рано пробудился, однако. триттико - оно такоэ.
0	Я химик и в некоторой степени медик. И понимаю, о чём говорю, когда глазные капли с ципрофлоксацином в ветаптеке продают дороже в два раза, чем такие же для человеков.
0	- нам нужен протокол на ситаглиптин, иначе его не дадут - что такое ситаглиптин? - янувия - а что такое янувия?   орала все утро хддддд
1	А, возможно, меня всё ещё пячит с прегабалина, поэтому я не овощу, а ебашу, потому что после него у меня кокойто моторчег включается и я не могу просто тупить в экран.
1	я думаю че так настроение ебашит забыла что вторую капсулу флуоксетина закинула
0	Могу предложить адовый коктейль: ксанакс, фенобут, галпердол и димедрол. Но последствия на тебе и я откачивать не буду
0	выйдя под номером 14, на манию отравляется шинске накамура! я бы радовалась сильнее, если бы не прозак(( #RoyalRumble #royalrumble2018 #WWE
1	до сих пор помню, как плохо мне было от хлорпротиксена, хотя это всего лишь нейролептик, как и оланзапин;
1	Или это ипохондрия, потому что дозировка того же кветиапина маленькая, не сотка же, хотя под соткой я бы спала сурком и не возникала. А так я не сплю, не ем, злюсь на кота, слышу звуки и чувствую запахи, что тоже бесит
0	Ну тогда только прозака въебать и вперёд горбатиться. В пятницу забухать. Колесо жизни. Можно к психотерапевту сходить если деньги есть.
1	Только без прозака. От него немного самовыпилиться хочется.
1	Я, кстати дозировку до 200 у сероквеля снизила. С 450. Ну, пока вроде просто чуть более раскованно чувствую. И то может просто на хороший секс наложилось.
1	@Gornostaiv @TheSuperDay @poebist от Прозака у меня тоже была фригидность.
1	я не понимаю, за каким хуем мне повысили дозировку атаракса, если я чуть ли не прямым текстом сказала, что говно залупа ещё и феварин выписали если ко мне тревога вернётся из-за того, что паксил пить не буду, я ему глаз на жопу натяну
1	"Например, модафинил гораздо лучше, чем кофеин, улучшал способность невыспавшихся людей с юмором воспринимать мультики. Однако ни кофеин, ни модафинил, ни декстроамфетамин не улучшили реакцию испытуемых на словесные шутки." чет насторожился от этой статьи ахах
0	Окай. Можно считать, что 2018-2019 годы - годы, когда я научилась получать удовольствие. От разного. И да, как ни крути, с приёмом флуоксетина это никак не связано. Началось всё чуток раньше.  А вот с приёмом алко - вполне возможно, блин. &gt;&lt;
0	Грустно закидываюсь скиттлзом под Joji. Ну, атлист не ксанаксом.
0	Флуоксетина еще две пачки гдето валяется
1	Мне определенно нравится спать без кошмаров и шутить тупые шуточки под флуоксетином.
0	пишу с ошибками потому что под алпразоламом и водкой
0	Ох паксил, как я без тебя жил?..
0	когда вижу киллоджойский тег будто принял тройную дозу адреналина и сверху ксанакса #КиллджоиВоскресе
0	Сальбутамол в голову ударил. Не рассчитал дозу.
1	из-за флуоксетина катастрофически не хочется что-либо есть, но почему-то БЛИНЫ ИЗ ТЕРЕМКА в меня влезают всегда  Теремок, спасибо что живая
0	мечты о кальяне с вентолином все сильнее тем временем
1	А еще вот. В феврале у меня был общий кризис, и тут я решила перестать пить АД (велаксин). Работал он слабо, плюс меня от него жутко рвало. Хуже не стало, и я подумала, что ура, стрессовый фактор (ДНР) ушел. А на самом деле, мне было плохо, а начинает лучшеть только сейчас!
